Mouse Cage ,Mouse Number,Tag,Strain,Diet,Week,PercBWincrease,BW_Average,Food_Mass,Food_Avg,Ingest_bymouse,Glucose,Trig,NEFA,BCAA,Insulin
5,12,NT,C57BL/6J,American,7,37.5,38.4375,91.5,22.2875,0.084904762,,,,,
5,13,RE,C57BL/6J,American,7,40,38.4375,91.5,22.2875,0.079598214,,,,,
5,14,LE,C57BL/6J,American,7,40.6,38.4375,91.5,22.2875,0.078421886,,,,,
5,15,RLE,C57BL/6J,American,7,39.9,38.4375,91.5,22.2875,0.079797709,,,,,
6,16,NT,C57BL/6J,Mediterranean,7,33,36.32857143,73.3,22.9428571,0.099319728,,,,,
6,17,RE,C57BL/6J,Mediterranean,7,31.8,36.32857143,73.3,22.9428571,0.103067642,,,,,
6,18,LE,C57BL/6J,Mediterranean,7,NA,NA,NA,NA,NA,,,,,
6,19,RLE,C57BL/6J,Mediterranean,7,39.8,36.32857143,73.3,22.9428571,0.082350528,,,,,
7,20,NT,C57BL/6J,Mediterranean,7,36.6,36.32857143,87.3,22.9428571,0.089550574,,,,,
7,21,RE,C57BL/6J,Mediterranean,7,37.8,36.32857143,87.3,22.9428571,0.086707699,,,,,
7,22,LE,C57BL/6J,Mediterranean,7,37.7,36.32857143,87.3,22.9428571,0.086937693,,,,,
7,23,RLE,C57BL/6J,Mediterranean,7,37.6,36.32857143,87.3,22.9428571,0.08716891,,,,,
8,24,NT,C57BL/6J,Vegetarian,7,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,7,33.3,32.55,47.6,21.5,0.092235092,,,,,
8,26,LE,C57BL/6J,Vegetarian,7,32,32.55,47.6,21.5,0.095982143,,,,,
9,27,NT,C57BL/6J,Vegetarian,7,31.2,32.55,61.8,21.5,0.098443223,,,,,
9,28,RE,C57BL/6J,Vegetarian,7,33.9,32.55,61.8,21.5,0.090602613,,,,,
9,29,LE,C57BL/6J,Vegetarian,7,34.5,32.55,61.8,21.5,0.089026915,,,,,
10,30,NT,C57BL/6J,Vegetarian,7,30.4,32.55,19.6,21.5,0.101033835,,,,,
11,31,NT,C57BL/6J,Vegan,7,34.6,32.1125,96.7,22.7625,0.093982246,,,,,
58,32,RE,C57BL/6J,Vegan,7,31.7,32.1125,96.7,22.7625,0.102579991,,,,,
11,33,LE,C57BL/6J,Vegan,7,34.7,32.1125,96.7,22.7625,0.093711404,,,,,
11,34,RLE,C57BL/6J,Vegan,7,31.5,32.1125,96.7,22.7625,0.103231293,,,,,
12,35,NT,C57BL/6J,Vegan,7,33,32.1125,85.4,22.7625,0.098538961,,,,,
12,36,RE,C57BL/6J,Vegan,7,32.5,32.1125,85.4,22.7625,0.100054945,,,,,
12,37,LE,C57BL/6J,Vegan,7,31.4,32.1125,85.4,22.7625,0.103560055,,,,,
12,38,RLE,C57BL/6J,Vegan,7,27.5,32.1125,85.4,22.7625,0.118246753,,,,,
13,39,NT,A/J,Chow,7,28.9,27.77142857,96.7,23.5142857,0.116234729,,,,,
13,40,RE,A/J,Chow,7,29.6,27.77142857,96.7,23.5142857,0.113485935,,,,,
13,41,LE,A/J,Chow,7,28.5,27.77142857,96.7,23.5142857,0.117866094,,,,,
13,42,RLE,A/J,Chow,7,27.8,27.77142857,96.7,23.5142857,0.120833945,,,,,
14,43,NT,A/J,Chow,7,25.9,27.77142857,67.9,23.5142857,0.129698211,,,,,
14,44,RE,A/J,Chow,7,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,7,24.9,27.77142857,67.9,23.5142857,0.134906975,,,,,
14,46,RLE,A/J,Chow,7,28.8,27.77142857,67.9,23.5142857,0.116638322,,,,,
15,47,NT,A/J,American,7,31.1,33.025,74.9,19.0125,0.087333486,,,,,
15,48,RE,A/J,American,7,33.9,33.025,74.9,19.0125,0.080120101,,,,,
15,49,LE,A/J,American,7,40.8,33.025,74.9,19.0125,0.066570378,,,,,
15,50,RLE,A/J,American,7,30.1,33.025,74.9,19.0125,0.090234931,,,,,
16,51,NT,A/J,American,7,27.7,33.025,77.2,19.0125,0.09805312,,,,,
16,52,RE,A/J,American,7,34.8,33.025,77.2,19.0125,0.07804803,,,,,
16,53,LE,A/J,American,7,31.1,33.025,77.2,19.0125,0.087333486,,,,,
16,54,RLE,A/J,American,7,34.7,33.025,77.2,19.0125,0.078272952,,,,,
17,55,NT,A/J,Mediterranean,7,31.4,30.45,65.9,16.925,0.07700182,,,,,
17,56,RE,A/J,Mediterranean,7,29.3,30.45,65.9,16.925,0.082520722,,,,,
17,57,LE,A/J,Mediterranean,7,25,30.45,65.9,16.925,0.096714286,,,,,
17,58,RLE,A/J,Mediterranean,7,31.1,30.45,65.9,16.925,0.077744603,,,,,
18,59,NT,A/J,Mediterranean,7,32.8,30.45,69.5,16.925,0.073715157,,,,,
18,60,RE,A/J,Mediterranean,7,32.2,30.45,69.5,16.925,0.075088731,,,,,
18,61,LE,A/J,Mediterranean,7,31.6,30.45,69.5,16.925,0.076514467,,,,,
18,62,RLE,A/J,Mediterranean,7,30.2,30.45,69.5,16.925,0.080061495,,,,,
19,63,NT,A/J,Vegetarian,7,27.2,29.525,72.2,17.525,0.092043067,,,,,
19,64,RE,A/J,Vegetarian,7,29.4,29.525,72.2,17.525,0.085155491,,,,,
19,65,LE,A/J,Vegetarian,7,33.2,29.525,72.2,17.525,0.075408778,,,,,
19,66,RLE,A/J,Vegetarian,7,27.2,29.525,72.2,17.525,0.092043067,,,,,
20,67,NT,A/J,Vegetarian,7,31.4,29.525,68,17.525,0.079731574,,,,,
20,68,RE,A/J,Vegetarian,7,28.8,29.525,68,17.525,0.086929563,,,,,
20,69,LE,A/J,Vegetarian,7,29.5,29.525,68,17.525,0.084866828,,,,,
20,70,RLE,A/J,Vegetarian,7,29.5,29.525,68,17.525,0.084866828,,,,,
21,71,NT,A/J,Vegan,7,26.7,28.525,68.1,19.075,0.102059925,,,,,
21,72,RE,A/J,Vegan,7,29.3,28.525,68.1,19.075,0.093003413,,,,,
21,73,LE,A/J,Vegan,7,30.3,28.525,68.1,19.075,0.089933993,,,,,
21,74,RLE,A/J,Vegan,7,27.1,28.525,68.1,19.075,0.100553506,,,,,
22,75,NT,A/J,Vegan,7,32.6,28.525,84.5,19.075,0.083588957,,,,,
22,76,RE,A/J,Vegan,7,28.5,28.525,84.5,19.075,0.095614035,,,,,
22,77,LE,A/J,Vegan,7,29.7,28.525,84.5,19.075,0.091750842,,,,,
22,78,RLE,A/J,Vegan,7,24,28.525,84.5,19.075,0.113541667,,,,,
23,79,NT,DBA/2J,Chow,7,32.8,29.24285714,89.2,27.7285714,0.120769039,,,,,
23,80,RE,DBA/2J,Chow,7,29.7,29.24285714,89.2,27.7285714,0.133374562,,,,,
23,81,LE,DBA/2J,Chow,7,30.8,29.24285714,89.2,27.7285714,0.128611185,,,,,
24,82,NT,DBA/2J,Chow,7,27.5,29.24285714,104.9,27.7285714,0.144044527,,,,,
24,83,RE,DBA/2J,Chow,7,23.2,29.24285714,104.9,27.7285714,0.170742435,,,,,
24,84,LE,DBA/2J,Chow,7,33.6,29.24285714,104.9,27.7285714,0.117893586,,,,,
24,85,RLE,DBA/2J,Chow,7,27.1,29.24285714,104.9,27.7285714,0.146170645,,,,,
25,86,NT,DBA/2J,American,7,41.6,41.4625,91.4,25.5,0.087568681,,,,,
25,87,RE,DBA/2J,American,7,44.9,41.4625,91.4,25.5,0.081132676,,,,,
25,88,LE,DBA/2J,American,7,43,41.4625,91.4,25.5,0.084717608,,,,,
25,89,RLE,DBA/2J,American,7,37.9,41.4625,91.4,25.5,0.096117603,,,,,
26,90,NT,DBA/2J,American,7,42.5,41.4625,56.9,25.5,0.085714286,,,,,
26,91,RE,DBA/2J,American,7,39.8,41.4625,56.9,25.5,0.091529074,,,,,
27,92,NT,DBA/2J,American,7,40.2,41.4625,55.7,25.5,0.090618337,,,,,
27,93,RE,DBA/2J,American,7,41.8,41.4625,55.7,25.5,0.087149692,,,,,
28,94,NT,DBA/2J,Mediterranean,7,42.2,40.875,99.9,26.3125,0.089074137,,,,,
28,95,RE,DBA/2J,Mediterranean,7,36.4,40.875,99.9,26.3125,0.103267268,,,,,
28,96,LE,DBA/2J,Mediterranean,7,39.3,40.875,99.9,26.3125,0.095647037,,,,,
28,97,RLE,DBA/2J,Mediterranean,7,42.8,40.875,99.9,26.3125,0.087825434,,,,,
29,98,NT,DBA/2J,Mediterranean,7,44.5,40.875,110.6,26.3125,0.084470305,,,,,
29,99,RE,DBA/2J,Mediterranean,7,41.8,40.875,110.6,26.3125,0.089926521,,,,,
29,100,LE,DBA/2J,Mediterranean,7,40.1,40.875,110.6,26.3125,0.093738867,,,,,
29,101,RLE,DBA/2J,Mediterranean,7,39.9,40.875,110.6,26.3125,0.094208736,,,,,
30,102,NT,DBA/2J,Vegetarian,7,NA,NA,NA,NA,NA,,,,,
30,103,RE,DBA/2J,Vegetarian,7,33.6,37.58571429,72.9,24.8714286,0.10574587,,,,,
30,104,LE,DBA/2J,Vegetarian,7,32.8,37.58571429,72.9,24.8714286,0.108325037,,,,,
30,105,RLE,DBA/2J,Vegetarian,7,38.7,37.58571429,72.9,24.8714286,0.091810368,,,,,
31,106,NT,DBA/2J,Vegetarian,7,39.7,37.58571429,101.2,24.8714286,0.089497764,,,,,
31,107,RE,DBA/2J,Vegetarian,7,38.7,37.58571429,101.2,24.8714286,0.091810368,,,,,
31,108,LE,DBA/2J,Vegetarian,7,37.4,37.58571429,101.2,24.8714286,0.095001637,,,,,
31,109,RLE,DBA/2J,Vegetarian,7,42.2,37.58571429,101.2,24.8714286,0.084195764,,,,,
32,110,NT,DBA/2J,Vegan,7,40.3,38.6125,108.4,26.85,0.095179015,,,,,
32,111,RE,DBA/2J,Vegan,7,41.1,38.6125,108.4,26.85,0.093326382,,,,,
32,112,LE,DBA/2J,Vegan,7,39.6,38.6125,108.4,26.85,0.096861472,,,,,
32,113,RLE,DBA/2J,Vegan,7,41.2,38.6125,108.4,26.85,0.093099861,,,,,
33,114,NT,DBA/2J,Vegan,7,36.3,38.6125,106.4,26.85,0.10566706,,,,,
33,115,RE,DBA/2J,Vegan,7,38.6,38.6125,106.4,26.85,0.099370836,,,,,
33,116,LE,DBA/2J,Vegan,7,38.5,38.6125,106.4,26.85,0.099628942,,,,,
33,117,RLE,DBA/2J,Vegan,7,33.3,38.6125,106.4,26.85,0.115186615,,,,,
34,118,NT,S/J,American,7,28.2,28.7375,82.1,22.6125,0.114551672,,,,,
60,119,RE,S/J,American,7,29,28.7375,82.1,22.6125,0.111391626,,,,,
34,120,LE,S/J,American,7,26,28.7375,82.1,22.6125,0.124244505,,,,,
34,121,RLE,S/J,American,7,30.8,28.7375,82.1,22.6125,0.104881725,,,,,
35,122,NT,S/J,American,7,31.5,28.7375,22.3,22.6125,0.10255102,,,,,
57,123,RE,S/J,American,7,24.3,28.7375,38,22.6125,0.132936508,,,,,
36,124,NT,S/J,American,7,28.1,28.7375,19.4,22.6125,0.114959329,,,,,
37,125,NT,S/J,American,7,32,28.7375,19.1,22.6125,0.100948661,,,,,
42,126,NT,S/J,Mediterranean,7,28.6,28.38571429,18.4,21.67142857,0.108248894,,,,,
44,127,RE,S/J,Mediterranean,7,27.8,28.38571429,25.7,21.67142857,0.11136397,,,,,
38,128,LE,S/J,Mediterranean,7,27.9,28.38571429,22,21.67142857,0.110964816,,,,,
43,129,RLE,S/J,Mediterranean,7,27.2,28.38571429,21.7,21.67142857,0.113820528,,,,,
39,130,NT,S/J,Mediterranean,7,28.7,28.38571429,20.5,21.67142857,0.10787172,,,,,
40,131,NT,S/J,Mediterranean,7,28.2,28.38571429,20.2,21.67142857,0.109784339,,,,,
41,132,NT,S/J,Mediterranean,7,30.3,28.38571429,23.2,21.67142857,0.102175524,,,,,
45,133,NT,S/J,Vegetarian,7,27.3,27.625,62.8,24.2125,0.12670068,,,,,
45,134,RE,S/J,Vegetarian,7,27.4,27.625,62.8,24.2125,0.126238269,,,,,
45,135,LE,S/J,Vegetarian,7,28.7,27.625,62.8,24.2125,0.120520159,,,,,
55,136,NT,S/J,Vegetarian,7,26.3,27.625,37.2,24.2125,0.131518197,,,,,
56,137,RE,S/J,Vegetarian,7,27.9,27.625,24,24.2125,0.123975934,,,,,
59,138,LE,S/J,Vegetarian,7,28.4,27.625,24,24.2125,0.12179326,,,,,
46,139,RLE,S/J,Vegetarian,7,30,27.625,26.1,24.2125,0.115297619,,,,,
47,140,NT,S/J,Vegetarian,7,25,27.625,19.6,24.2125,0.138357143,,,,,
48,141,NT,S/J,Vegan,7,28.1,28.05,68.8,22.9625,0.116738688,,,,,
48,142,RE,S/J,Vegan,7,28.7,28.05,68.8,22.9625,0.114298158,,,,,
48,143,LE,S/J,Vegan,7,26.3,28.05,68.8,22.9625,0.124728408,,,,,
49,144,NT,S/J,Vegan,7,28.8,28.05,23.2,22.9625,0.11390129,,,,,
50,145,NT,S/J,Vegan,7,27.8,28.05,21.7,22.9625,0.117998458,,,,,
51,146,NT,S/J,Vegan,7,27.5,28.05,20.4,22.9625,0.119285714,,,,,
52,147,NT,S/J,Vegan,7,28.7,28.05,49.6,22.9625,0.114298158,,,,,
52,148,RE,S/J,Vegan,7,28.5,28.05,49.6,22.9625,0.115100251,,,,,
53,149,NT,S/J,Chow,7,28,28.12,54.9,27.78,0.141734694,,,,,
53,150,RE,S/J,Chow,7,NA,NA,NA,NA,NA,,,,,
53,151,LE,S/J,Chow,7,27.2,28.12,54.9,27.78,0.145903361,,,,,
54,152,NT,S/J,Chow,7,27.6,28.12,84,27.78,0.14378882,,,,,
54,153,RE,S/J,Chow,7,28.5,28.12,84,27.78,0.13924812,,,,,
54,154,LE,S/J,Chow,7,29.3,28.12,84,27.78,0.135446124,,,,,
1,1,RE,C57BL/6J,Chow,8,27.6,29.55714286,50,25.1285714,0.130065069,130,233.5537,1.389788136,,0.55
1,2,NT,C57BL/6J,Chow,8,27.8,29.55714286,50,25.1285714,0.129129349,157,234.6788,1.771313559,,0.33
2,3,NT,C57BL/6J,Chow,8,32.6,29.55714286,97.2,25.1285714,0.110116439,132,168.2979,1.164025424,,0.49
2,4,RE,C57BL/6J,Chow,8,28.7,29.55714286,97.2,25.1285714,0.125079997,106,91.7911,1.791186441,,0.68
2,5,LE,C57BL/6J,Chow,8,29.8,29.55714286,97.2,25.1285714,0.12046295,167,154.7967,0.645338983,,0.76
2,6,RLE,C57BL/6J,Chow,8,30.6,29.55714286,97.2,25.1285714,0.117313592,117,239.1792,1.558008475,,1.3
3,7,NT,C57BL/6J,Chow,8,29.8,29.55714286,28.7,25.1285714,0.12046295,123,171.6732,1.520805085,,1.27
4,8,NT,C57BL/6J,American,8,41.9,39.85,82,22.6125,0.077096829,190,259.431,1.709110169,,11.31
4,9,RE,C57BL/6J,American,8,36.2,39.85,82,22.6125,0.089236385,233,153.6716,0.6825,,4.42
4,10,LE,C57BL/6J,American,8,37.7,39.85,82,22.6125,0.085685866,288,235.8039,1.939322034,,3.11
4,11,RLE,C57BL/6J,American,8,38.2,39.85,82,22.6125,0.084564323,139,265.0565,1.319110169,,4.11
5,12,NT,C57BL/6J,American,8,39.7,39.85,98.9,22.6125,0.081369198,181,296.5593,1.337627119,,2.04
5,13,RE,C57BL/6J,American,8,41.3,39.85,98.9,22.6125,0.07821688,177,121.0437,1.1625,,3.99
5,14,LE,C57BL/6J,American,8,42,39.85,98.9,22.6125,0.076913265,175,110.9178,0.843559322,,6.11
5,15,RLE,C57BL/6J,American,8,41.8,39.85,98.9,22.6125,0.077281271,144,141.2955,0.027161017,,9.83
6,16,NT,C57BL/6J,Mediterranean,8,33.8,36.22857143,72.2,22.9571429,0.097029344,174,62.5385,0.99559322,,1.91
6,17,RE,C57BL/6J,Mediterranean,8,32.2,36.22857143,72.2,22.9571429,0.101850678,168,63.6636,1.196186441,,0.71
6,18,LE,C57BL/6J,Mediterranean,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,19,RLE,C57BL/6J,Mediterranean,8,39.8,36.22857143,72.2,22.9571429,0.082401805,153,131.1696,1.597457627,,2.67
7,20,NT,C57BL/6J,Mediterranean,8,36.2,36.22857143,88.5,22.9571429,0.09059646,158,221.1776,1.606144068,,3.02
7,21,RE,C57BL/6J,Mediterranean,8,37.5,36.22857143,88.5,22.9571429,0.087455782,152,123.2939,1.113305085,,1.64
7,22,LE,C57BL/6J,Mediterranean,8,36.7,36.22857143,88.5,22.9571429,0.089362176,156,155.9218,0.9075,,1.3
7,23,RLE,C57BL/6J,Mediterranean,8,37.4,36.22857143,88.5,22.9571429,0.087689621,138,158.172,1.173601695,,2.48
8,24,NT,C57BL/6J,Vegetarian,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,25,RE,C57BL/6J,Vegetarian,8,34.9,33.81666667,49.8,22.6666667,0.092782099,134,131.1696,1.412881356,,5.64
8,26,LE,C57BL/6J,Vegetarian,8,32.9,33.81666667,49.8,22.6666667,0.098422348,185,52.4126,1.334957627,,2.18
9,27,NT,C57BL/6J,Vegetarian,8,32,33.81666667,63,22.6666667,0.101190476,137,233.5537,2.113983051,,3.92
9,28,RE,C57BL/6J,Vegetarian,8,35.6,33.81666667,63,22.6666667,0.090957732,131,108.6676,1.291949153,,1.1
9,29,LE,C57BL/6J,Vegetarian,8,35.9,33.81666667,63,22.6666667,0.090197639,159,205.4262,1.714194915,,3.02
10,30,NT,C57BL/6J,Vegetarian,8,31.6,33.81666667,23.2,22.6666667,0.102471368,151,115.4182,1.515720339,,0.94
11,31,NT,C57BL/6J,Vegan,8,35.4,32.9375,93.5,22.7875,0.091959241,168,106.4174,1.353347458,,1.48
58,32,RE,C57BL/6J,Vegan,8,31.2,32.9375,93.5,22.7875,0.10433837,156,82.7903,0.837881356,,0.87
11,33,LE,C57BL/6J,Vegan,8,35.5,32.9375,93.5,22.7875,0.091700201,126,96.2915,1.158305085,,2.11
11,34,RLE,C57BL/6J,Vegan,8,31.1,32.9375,93.5,22.7875,0.104673863,107,53.5377,1.203177966,,0.59
12,35,NT,C57BL/6J,Vegan,8,34.4,32.9375,88.8,22.7875,0.094632475,170,217.8023,2.145635593,,3.48
12,36,RE,C57BL/6J,Vegan,8,34.2,32.9375,88.8,22.7875,0.095185881,146,188.5497,2.022838983,,3.66
12,37,LE,C57BL/6J,Vegan,8,33.3,32.9375,88.8,22.7875,0.097758473,149,108.6676,0.456228814,,3.71
12,38,RLE,C57BL/6J,Vegan,8,28.4,32.9375,88.8,22.7875,0.114625252,134,87.2907,0.993771186,,1.92
13,39,NT,A/J,Chow,8,29.4,28.12857143,100.7,25.0714286,0.12182424,102,285.3083,2.12172043,,0.65
13,40,RE,A/J,Chow,8,29.8,28.12857143,100.7,25.0714286,0.120189015,124,162.6724,0.158333333,,0.5
13,41,LE,A/J,Chow,8,28.5,28.12857143,100.7,25.0714286,0.125671321,157,NA,NA,,NA
13,42,RLE,A/J,Chow,8,27.7,28.12857143,100.7,25.0714286,0.129300818,141,238.0541,1.916505376,,0.28
14,43,NT,A/J,Chow,8,26.4,28.12857143,74.8,25.0714286,0.135667904,114,257.1808,2.84688172,,0.4
14,44,RE,A/J,Chow,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,45,LE,A/J,Chow,8,25.3,28.12857143,74.8,25.0714286,0.141566508,111,278.5577,0.519462366,,0.63
14,46,RLE,A/J,Chow,8,29.8,28.12857143,74.8,25.0714286,0.120189015,110,301.0597,2.091021505,,0.31
15,47,NT,A/J,American,8,31.5,32.9375,73,17.8875,0.081122449,146,13.0341,2.224516129,,0.79
15,48,RE,A/J,American,8,34.6,32.9375,73,17.8875,0.073854253,116,369.6908,2.438655914,,0.78
15,49,LE,A/J,American,8,40.8,32.9375,73,17.8875,0.062631303,159,239.1792,1.733709677,,1.37
15,50,RLE,A/J,American,8,30.3,32.9375,73,17.8875,0.084335219,120,247.0549,2.237473118,,0.66
16,51,NT,A/J,American,8,26.8,32.9375,70.1,17.8875,0.095349147,139,191.925,1.577526882,,0.29
16,52,RE,A/J,American,8,34.2,32.9375,70.1,17.8875,0.074718045,171,112.0429,1.53844086,,0.73
16,53,LE,A/J,American,8,31.1,32.9375,70.1,17.8875,0.082165825,144,203.176,1.731344086,,1.28
16,54,RLE,A/J,American,8,34.2,32.9375,70.1,17.8875,0.074718045,135,151.4214,2.045,,0.74
17,55,NT,A/J,Mediterranean,8,32.5,31.125,69.3,17.825,0.078351648,117,130.0445,1.607419355,,1.03
17,56,RE,A/J,Mediterranean,8,29.4,31.125,69.3,17.825,0.086613217,132,199.8007,1.62172043,,0.58
17,57,LE,A/J,Mediterranean,8,25.1,31.125,69.3,17.825,0.101451338,119,194.1752,1.462258065,,0.23
17,58,RLE,A/J,Mediterranean,8,31.8,31.125,69.3,17.825,0.08007637,142,194.1752,0.815537634,,0.44
18,59,NT,A/J,Mediterranean,8,33.3,31.125,73.3,17.825,0.076469326,100,194.1752,1.357419355,,0.48
18,60,RE,A/J,Mediterranean,8,33.6,31.125,73.3,17.825,0.075786565,146,127.7943,2.036774194,,0.94
18,61,LE,A/J,Mediterranean,8,32,31.125,73.3,17.825,0.079575893,99,79.415,1.990913978,,0.69
18,62,RLE,A/J,Mediterranean,8,31.3,31.125,73.3,17.825,0.081355545,157,126.6692,1.808333333,,0.68
19,63,NT,A/J,Vegetarian,8,27.6,29.7625,69.7,16.9,0.08747412,155,172.7983,2.111075269,,0.31
19,64,RE,A/J,Vegetarian,8,29.5,29.7625,69.7,16.9,0.081840194,128,186.2995,1.864032258,,0.36
19,65,LE,A/J,Vegetarian,8,34.3,29.7625,69.7,16.9,0.070387339,132,110.9178,1.990967742,,1
19,66,RLE,A/J,Vegetarian,8,28.2,29.7625,69.7,16.9,0.085612969,118,177.2987,NA,,0.4
20,67,NT,A/J,Vegetarian,8,30.3,29.7625,65.5,16.9,0.079679397,130,117.6684,1.34016129,,0.45
20,68,RE,A/J,Vegetarian,8,28.5,29.7625,65.5,16.9,0.084711779,135,154.7967,1.070967742,,0.3
20,69,LE,A/J,Vegetarian,8,29.8,29.7625,65.5,16.9,0.081016299,129,131.1696,1.515645161,,0.67
20,70,RLE,A/J,Vegetarian,8,29.9,29.7625,65.5,16.9,0.080745342,148,144.6708,1.339408602,,0.57
21,71,NT,A/J,Vegan,8,27.4,28.45,72.3,17.625,0.091892596,130,155.9218,0.070215054,,0.27
21,72,RE,A/J,Vegan,8,29.8,28.45,72.3,17.625,0.08449185,146,193.0501,-0.071666667,,0.65
21,73,LE,A/J,Vegan,8,30.8,28.45,72.3,17.625,0.081748609,121,152.5465,0.043333333,,1.26
21,74,RLE,A/J,Vegan,8,26.9,28.45,72.3,17.625,0.093600637,117,171.6732,-0.085698925,,0.39
22,75,NT,A/J,Vegan,8,31.5,28.45,68.7,17.625,0.079931973,123,146.921,-0.128709677,,0.28
22,76,RE,A/J,Vegan,8,27.8,28.45,68.7,17.625,0.090570401,125,250.4302,0.269139785,,0.54
22,77,LE,A/J,Vegan,8,29.9,28.45,68.7,17.625,0.084209269,116,51.2875,0.44983871,,0.66
22,78,RLE,A/J,Vegan,8,23.5,28.45,68.7,17.625,0.107142857,162,34.411,0.030483871,,0.3
23,79,NT,DBA/2J,Chow,8,34.2,25.04285714,88.2,29.4,0.122807018,137,410.5798,NA,,4.2
23,80,RE,DBA/2J,Chow,8,30.1,25.04285714,88.2,29.4,0.139534884,106,240.3062,2.02155914,,1.58
23,81,LE,DBA/2J,Chow,8,31.1,25.04285714,88.2,29.4,0.135048232,99,115.5094,2.469623656,,1.09
24,82,NT,DBA/2J,Chow,8,NA,NA,NA,NA,NA,NA,27.7286,1.295215054,,0.37
24,83,RE,DBA/2J,Chow,8,NA,NA,NA,NA,NA,NA,48.8806,1.670053763,,0.48
24,84,LE,DBA/2J,Chow,8,NA,NA,NA,NA,NA,NA,34.0742,1.406666667,,0.65
24,85,RLE,DBA/2J,Chow,8,NA,NA,NA,NA,NA,NA,38.3046,0.814623656,,0.61
25,86,NT,DBA/2J,American,8,42.3,41.9,98.5,26.4375,0.089285714,159,317.511,1.085537634,,39.97
25,87,RE,DBA/2J,American,8,45.7,41.9,98.5,26.4375,0.082643013,170,177.9078,2.168817204,,25.73
25,88,LE,DBA/2J,American,8,42.8,41.9,98.5,26.4375,0.088242657,179,156.7558,NA,,36.24
25,89,RLE,DBA/2J,American,8,37.8,41.9,98.5,26.4375,0.099914966,164,243.479,4.15516129,,37.27
26,90,NT,DBA/2J,American,8,43.2,41.9,56.9,26.4375,0.087425595,103,411.6374,1.548172043,,28.09
26,91,RE,DBA/2J,American,8,41,41.9,56.9,26.4375,0.092116725,146,199.0598,1.999784946,,23.25
27,92,NT,DBA/2J,American,8,40.8,41.9,56.1,26.4375,0.092568277,151,294.2438,4.307204301,,60.75
27,93,RE,DBA/2J,American,8,41.6,41.9,56.1,26.4375,0.090788118,145,360.8726,NA,,40.06
28,94,NT,DBA/2J,Mediterranean,8,43.8,41.4,104.6,26.5,0.086431833,231,284.7254,1.621935484,,122.4
28,95,RE,DBA/2J,Mediterranean,8,36.6,41.4,104.6,26.5,0.103434817,116,229.7302,2.625,,16.01
28,96,LE,DBA/2J,Mediterranean,8,40,41.4,104.6,26.5,0.094642857,139,244.5366,2.380322581,,62.45
28,97,RLE,DBA/2J,Mediterranean,8,43.2,41.4,104.6,26.5,0.087632275,147,240.3062,2.199623656,,34.34
29,98,NT,DBA/2J,Mediterranean,8,44.9,41.4,107.4,26.5,0.084314349,151,213.8662,0.488387097,,34.09
29,99,RE,DBA/2J,Mediterranean,8,41.8,41.4,107.4,26.5,0.090567327,103,149.3526,0.723763441,,14.56
29,100,LE,DBA/2J,Mediterranean,8,40.6,41.4,107.4,26.5,0.093244194,162,203.2902,0.114139785,,34.04
29,101,RLE,DBA/2J,Mediterranean,8,40.3,41.4,107.4,26.5,0.09393832,156,229.7302,0.998602151,,39.84
30,102,NT,DBA/2J,Vegetarian,8,NA,38.3,76.2,22.45,NA,127,NA,NA,,
30,103,RE,DBA/2J,Vegetarian,8,34.5,38.3,76.2,22.45,0.092960663,117,443.3654,2.44844086,,26.05
30,104,LE,DBA/2J,Vegetarian,8,33,38.3,76.2,22.45,0.097186147,152,314.3382,3.591827957,,7.72
30,105,RLE,DBA/2J,Vegetarian,8,40,38.3,76.2,22.45,0.080178571,169,309.0502,3.643870968,,12.49
31,106,NT,DBA/2J,Vegetarian,8,39.8,38.3,103.4,22.45,0.080581479,147,193.7718,2.597043011,,80.89
31,107,RE,DBA/2J,Vegetarian,8,39,38.3,103.4,22.45,0.082234432,140,327.0294,1.566129032,,22.64
31,108,LE,DBA/2J,Vegetarian,8,38.2,38.3,103.4,22.45,0.083956619,199,330.2022,3.007204301,,50.71
31,109,RLE,DBA/2J,Vegetarian,8,43.6,38.3,103.4,22.45,0.073558322,161,402.119,2.62172043,,79.81
32,110,NT,DBA/2J,Vegan,8,41.1,38.0125,110.3,26.7,0.092805005,NA,278.3798,0.59983871,,65.57
32,111,RE,DBA/2J,Vegan,8,41.7,38.0125,110.3,26.7,0.091469681,187,147.2374,2.073709677,,55.69
32,112,LE,DBA/2J,Vegan,8,40.8,38.0125,110.3,26.7,0.093487395,156,274.1494,1.779731183,,115.42
32,113,RLE,DBA/2J,Vegan,8,32.4,38.0125,110.3,26.7,0.117724868,174,277.3222,2.400268817,,17.58
33,114,NT,DBA/2J,Vegan,8,36.5,38.0125,103.3,26.7,0.104500978,140,244.5366,0.465806452,,26.92
33,115,RE,DBA/2J,Vegan,8,38.5,38.0125,103.3,26.7,0.099072356,170,103.8758,0.951397849,,78.68
33,116,LE,DBA/2J,Vegan,8,39.6,38.0125,103.3,26.7,0.096320346,198,309.0502,2.775537634,,10.73
